method,step,sumA,maxAbsCoef
Random Uniform (d=5) (sample 5),42,5664,1067.0
Random Uniform (d=5) (sample 5),43,5940,1189.0
Random Uniform (d=5) (sample 5),44,6220,1430.0
Random Uniform (d=5) (sample 5),45,6506,1908.0
Random Uniform (d=5) (sample 5),46,6798,3172.0
Random Uniform (d=5) (sample 5),47,7092,3476.0
Random Uniform (d=5) (sample 5),48,7394,5636.0
Random Uniform (d=5) (sample 5),49,7706,8199.0
Random Uniform (d=5) (sample 5),50,8024,13842.0
Random Uniform (d=5) (sample 5),51,8348,25203.0
Random Uniform (d=5) (sample 5),52,8674,13027.0
Random Uniform (d=5) (sample 5),53,9006,4646.0
Random Uniform (d=5) (sample 5),54,9348,3414.0
Random Uniform (d=5) (sample 5),55,9692,4131.0
Random Uniform (d=5) (sample 5),56,10040,2625.0
Random Uniform (d=5) (sample 5),57,10390,3214.0
Random Uniform (d=5) (sample 5),58,10750,4311.0
Random Uniform (d=5) (sample 5),59,11120,6828.0
Random Uniform (d=5) (sample 5),60,11494,7667.0
Random Uniform (d=5) (sample 5),61,11870,8953.0
Random Uniform (d=5) (sample 5),62,12256,10381.0
Random Uniform (d=5) (sample 5),63,12652,14892.0
Random Uniform (d=5) (sample 5),64,13052,16331.0
Random Uniform (d=5) (sample 5),65,13460,25335.0
Random Uniform (d=5) (sample 5),66,13870,25747.0
Random Uniform (d=5) (sample 5),67,14290,27925.0
Random Uniform (d=5) (sample 5),68,14716,40729.0
Random Uniform (d=5) (sample 5),69,15146,76142.0
Random Uniform (d=5) (sample 5),70,15584,113694.0
Random Uniform (d=5) (sample 5),71,16030,148389.0
Random Uniform (d=5) (sample 5),72,16480,167131.0
Random Uniform (d=5) (sample 5),73,16938,163387.0
Random Uniform (d=5) (sample 5),74,17406,251848.0
Random Uniform (d=5) (sample 5),75,17882,198988.0
Random Uniform (d=5) (sample 5),76,18360,343936.0
Random Uniform (d=5) (sample 5),77,18844,503871.0
Random Uniform (d=5) (sample 5),78,19338,991419.0
Random Uniform (d=5) (sample 5),79,19836,1562508.0
Random Uniform (d=5) (sample 6),1,8,1.0
Random Uniform (d=5) (sample 6),2,26,1.0
Random Uniform (d=5) (sample 6),3,48,1.0
Random Uniform (d=5) (sample 6),4,80,2.0
Random Uniform (d=5) (sample 6),5,114,2.0
Random Uniform (d=5) (sample 6),6,152,2.0
Random Uniform (d=5) (sample 6),7,196,3.0
Random Uniform (d=5) (sample 6),8,244,6.0
Random Uniform (d=5) (sample 6),9,302,9.0
Random Uniform (d=5) (sample 6),10,370,12.0
Random Uniform (d=5) (sample 6),11,446,8.0
Random Uniform (d=5) (sample 6),12,528,10.0
Random Uniform (d=5) (sample 6),13,614,15.0
Random Uniform (d=5) (sample 6),14,706,22.0
Random Uniform (d=5) (sample 6),15,806,14.0
Random Uniform (d=5) (sample 6),16,912,25.0
Random Uniform (d=5) (sample 6),17,1024,35.0
Random Uniform (d=5) (sample 6),18,1140,70.0
Random Uniform (d=5) (sample 6),19,1262,109.0
Random Uniform (d=5) (sample 6),20,1392,126.0
Random Uniform (d=5) (sample 6),21,1524,197.0
Random Uniform (d=5) (sample 6),22,1658,70.0
Random Uniform (d=5) (sample 6),23,1802,87.0
Random Uniform (d=5) (sample 6),24,1948,132.0
Random Uniform (d=5) (sample 6),25,2098,182.0
Random Uniform (d=5) (sample 6),26,2258,342.0
Random Uniform (d=5) (sample 6),27,2420,374.0
Random Uniform (d=5) (sample 6),28,2584,420.0
Random Uniform (d=5) (sample 6),29,2758,614.0
Random Uniform (d=5) (sample 6),30,2936,433.0
Random Uniform (d=5) (sample 6),31,3124,504.0
Random Uniform (d=5) (sample 6),32,3316,474.0
Random Uniform (d=5) (sample 6),33,3512,482.0
Random Uniform (d=5) (sample 6),34,3716,731.0
Random Uniform (d=5) (sample 6),35,3922,1042.0
Random Uniform (d=5) (sample 6),36,4130,1329.0
Random Uniform (d=5) (sample 6),37,4344,1227.0
Random Uniform (d=5) (sample 6),38,4568,1537.0
Random Uniform (d=5) (sample 6),39,4800,1493.0
Random Uniform (d=5) (sample 6),40,5034,2456.0
Random Uniform (d=5) (sample 6),41,5274,1441.0
Random Uniform (d=5) (sample 6),42,5522,2157.0
Random Uniform (d=5) (sample 6),43,5774,2184.0
Random Uniform (d=5) (sample 6),44,6028,2963.0
Random Uniform (d=5) (sample 6),45,6292,4510.0
Random Uniform (d=5) (sample 6),46,6564,5876.0
Random Uniform (d=5) (sample 6),47,6842,9784.0
Random Uniform (d=5) (sample 6),48,7130,17454.0
Random Uniform (d=5) (sample 6),49,7422,27229.0
Random Uniform (d=5) (sample 6),50,7724,45515.0
Random Uniform (d=5) (sample 6),51,8032,86803.0
Random Uniform (d=5) (sample 6),52,8344,146488.0
Random Uniform (d=5) (sample 6),53,8662,261251.0
Random Uniform (d=5) (sample 6),54,8982,154933.0
Random Uniform (d=5) (sample 6),55,9308,189446.0
Random Uniform (d=5) (sample 6),56,9644,287588.0
Random Uniform (d=5) (sample 6),57,9982,419787.0
Random Uniform (d=5) (sample 6),58,10322,313422.0
Random Uniform (d=5) (sample 6),59,10670,389205.0
Random Uniform (d=5) (sample 6),60,11028,449460.0
Random Uniform (d=5) (sample 6),61,11396,457671.0
Random Uniform (d=5) (sample 6),62,11768,782565.0
Random Uniform (d=5) (sample 6),63,12146,747116.0
Random Uniform (d=5) (sample 6),64,12530,516066.0
Random Uniform (d=5) (sample 6),65,12924,445607.0
Random Uniform (d=5) (sample 6),66,13324,602351.0
Random Uniform (d=5) (sample 6),67,13734,846797.0
Random Uniform (d=5) (sample 6),68,14146,1062414.0
Random Uniform (d=5) (sample 6),69,14564,699677.0
Random Uniform (d=5) (sample 6),70,14988,960830.0
Random Uniform (d=5) (sample 6),71,15422,1683743.0
Random Uniform (d=5) (sample 6),72,15866,3233091.0
Random Uniform (d=5) (sample 6),73,16314,6193255.0
Random Uniform (d=5) (sample 6),74,16768,10876371.0
Random Uniform (d=5) (sample 6),75,17230,12306900.0
Random Uniform (d=5) (sample 6),76,17702,13818302.0
Random Uniform (d=5) (sample 6),77,18182,15823734.0
Random Uniform (d=5) (sample 6),78,18664,19063274.0
Random Uniform (d=5) (sample 6),79,19148,34842193.0
Random Uniform (d=5) (sample 6),80,19640,41725276.0
Random Uniform (d=5) (sample 7),1,4,1.0
Random Uniform (d=5) (sample 7),2,12,1.0
Random Uniform (d=5) (sample 7),3,30,1.0
Random Uniform (d=5) (sample 7),4,58,1.0
Random Uniform (d=5) (sample 7),5,94,1.0
Random Uniform (d=5) (sample 7),6,138,1.0
Random Uniform (d=5) (sample 7),7,192,1.0
Random Uniform (d=5) (sample 7),8,254,2.0
Random Uniform (d=5) (sample 7),9,322,3.0
Random Uniform (d=5) (sample 7),10,396,5.0
Random Uniform (d=5) (sample 7),11,472,6.0
Random Uniform (d=5) (sample 7),12,558,9.0
Random Uniform (d=5) (sample 7),13,650,9.0
Random Uniform (d=5) (sample 7),14,744,16.0
Random Uniform (d=5) (sample 7),15,842,16.0
Random Uniform (d=5) (sample 7),16,946,16.0
Random Uniform (d=5) (sample 7),17,1052,30.0
Random Uniform (d=5) (sample 7),18,1166,50.0
Random Uniform (d=5) (sample 7),19,1282,56.0
Random Uniform (d=5) (sample 7),20,1404,65.0
Random Uniform (d=5) (sample 7),21,1534,24.0
Random Uniform (d=5) (sample 7),22,1672,28.0
Random Uniform (d=5) (sample 7),23,1812,27.0
Random Uniform (d=5) (sample 7),24,1954,31.0
Random Uniform (d=5) (sample 7),25,2102,52.0
Random Uniform (d=5) (sample 7),26,2258,52.0
Random Uniform (d=5) (sample 7),27,2424,61.0
Random Uniform (d=5) (sample 7),28,2592,92.0
Random Uniform (d=5) (sample 7),29,2770,109.0
Random Uniform (d=5) (sample 7),30,2958,190.0
Random Uniform (d=5) (sample 7),31,3154,326.0
Random Uniform (d=5) (sample 7),32,3356,230.0
Random Uniform (d=5) (sample 7),33,3568,385.0
Random Uniform (d=5) (sample 7),34,3786,485.0
Random Uniform (d=5) (sample 7),35,4006,608.0
Random Uniform (d=5) (sample 7),36,4234,817.0
Random Uniform (d=5) (sample 7),37,4466,1253.0
Random Uniform (d=5) (sample 7),38,4706,1077.0
Random Uniform (d=5) (sample 7),39,4950,1225.0
Random Uniform (d=5) (sample 7),40,5196,783.0
Random Uniform (d=5) (sample 7),41,5448,1291.0
Random Uniform (d=5) (sample 7),42,5702,1087.0
Random Uniform (d=5) (sample 7),43,5964,1341.0
Random Uniform (d=5) (sample 7),44,6230,2070.0
Random Uniform (d=5) (sample 7),45,6500,1652.0
Random Uniform (d=5) (sample 7),46,6778,2578.0
Random Uniform (d=5) (sample 7),47,7064,4600.0
Random Uniform (d=5) (sample 7),48,7352,5115.0
Random Uniform (d=5) (sample 7),49,7650,8112.0
Random Uniform (d=5) (sample 7),50,7952,11921.0
Random Uniform (d=5) (sample 7),51,8262,19568.0
Random Uniform (d=5) (sample 7),52,8574,34374.0
Random Uniform (d=5) (sample 7),53,8896,64835.0
Random Uniform (d=5) (sample 7),54,9224,33580.0
Random Uniform (d=5) (sample 7),55,9560,56294.0
Random Uniform (d=5) (sample 7),56,9906,94475.0
Random Uniform (d=5) (sample 7),57,10258,145052.0
Random Uniform (d=5) (sample 7),58,10616,192424.0
Random Uniform (d=5) (sample 7),59,10976,182745.0
Random Uniform (d=5) (sample 7),60,11340,74544.0
Random Uniform (d=5) (sample 7),61,11712,71374.0
Random Uniform (d=5) (sample 7),62,12094,110790.0
Random Uniform (d=5) (sample 7),63,12482,151332.0
Random Uniform (d=5) (sample 7),64,12874,261280.0
Random Uniform (d=5) (sample 7),65,13272,392346.0
Random Uniform (d=5) (sample 7),66,13678,607408.0
Random Uniform (d=5) (sample 7),67,14092,231442.0
Random Uniform (d=5) (sample 7),68,14508,402630.0
Random Uniform (d=5) (sample 7),69,14932,240340.0
Random Uniform (d=5) (sample 7),70,15364,387009.0
Random Uniform (d=5) (sample 7),71,15804,316363.0
Random Uniform (d=5) (sample 7),72,16248,318272.0
Random Uniform (d=5) (sample 7),73,16702,417689.0
Random Uniform (d=5) (sample 7),74,17166,454583.0
Random Uniform (d=5) (sample 7),75,17638,743224.0
Random Uniform (d=5) (sample 7),76,18120,336759.0
Random Uniform (d=5) (sample 7),77,18610,329302.0
Random Uniform (d=5) (sample 7),78,19110,382160.0
Random Uniform (d=5) (sample 7),79,19620,469217.0
Random Uniform (d=5) (sample 8),1,10,1.0
Random Uniform (d=5) (sample 8),2,28,1.0
Random Uniform (d=5) (sample 8),3,52,1.0
Random Uniform (d=5) (sample 8),4,86,1.0
Random Uniform (d=5) (sample 8),5,130,1.0
Random Uniform (d=5) (sample 8),6,178,2.0
Random Uniform (d=5) (sample 8),7,234,2.0
Random Uniform (d=5) (sample 8),8,300,2.0
Random Uniform (d=5) (sample 8),9,374,3.0
Random Uniform (d=5) (sample 8),10,452,4.0
Random Uniform (d=5) (sample 8),11,538,5.0
Random Uniform (d=5) (sample 8),12,632,9.0
Random Uniform (d=5) (sample 8),13,730,11.0
Random Uniform (d=5) (sample 8),14,838,14.0
Random Uniform (d=5) (sample 8),15,954,21.0
Random Uniform (d=5) (sample 8),16,1076,12.0
Random Uniform (d=5) (sample 8),17,1208,20.0
Random Uniform (d=5) (sample 8),18,1344,35.0
Random Uniform (d=5) (sample 8),19,1482,22.0
Random Uniform (d=5) (sample 8),20,1626,36.0
Random Uniform (d=5) (sample 8),21,1780,47.0
Random Uniform (d=5) (sample 8),22,1938,67.0
Random Uniform (d=5) (sample 8),23,2102,44.0
Random Uniform (d=5) (sample 8),24,2276,74.0
Random Uniform (d=5) (sample 8),25,2452,82.0
Random Uniform (d=5) (sample 8),26,2638,65.0
Random Uniform (d=5) (sample 8),27,2826,99.0
Random Uniform (d=5) (sample 8),28,3016,112.0
Random Uniform (d=5) (sample 8),29,3214,132.0
Random Uniform (d=5) (sample 8),30,3416,143.0
Random Uniform (d=5) (sample 8),31,3626,192.0
Random Uniform (d=5) (sample 8),32,3838,303.0
Random Uniform (d=5) (sample 8),33,4054,316.0
Random Uniform (d=5) (sample 8),34,4274,463.0
Random Uniform (d=5) (sample 8),35,4498,684.0
Random Uniform (d=5) (sample 8),36,4728,851.0
Random Uniform (d=5) (sample 8),37,4968,1147.0
Random Uniform (d=5) (sample 8),38,5210,1349.0
Random Uniform (d=5) (sample 8),39,5456,2055.0
Random Uniform (d=5) (sample 8),40,5708,2686.0
Random Uniform (d=5) (sample 8),41,5966,3920.0
Random Uniform (d=5) (sample 8),42,6226,4738.0
Random Uniform (d=5) (sample 8),43,6494,6825.0
Random Uniform (d=5) (sample 8),44,6768,8974.0
Random Uniform (d=5) (sample 8),45,7044,11800.0
Random Uniform (d=5) (sample 8),46,7326,16469.0
Random Uniform (d=5) (sample 8),47,7610,24039.0
Random Uniform (d=5) (sample 8),48,7898,33556.0
Random Uniform (d=5) (sample 8),49,8194,45752.0
Random Uniform (d=5) (sample 8),50,8496,63349.0
Random Uniform (d=5) (sample 8),51,8804,85589.0
Random Uniform (d=5) (sample 8),52,9118,116270.0
Random Uniform (d=5) (sample 8),53,9442,151790.0
Random Uniform (d=5) (sample 8),54,9776,185135.0
Random Uniform (d=5) (sample 8),55,10114,237136.0
Random Uniform (d=5) (sample 8),56,10458,300379.0
Random Uniform (d=5) (sample 8),57,10810,376855.0
Random Uniform (d=5) (sample 8),58,11172,446049.0
Random Uniform (d=5) (sample 8),59,11536,562517.0
Random Uniform (d=5) (sample 8),60,11902,729431.0
Random Uniform (d=5) (sample 8),61,12270,983045.0
Random Uniform (d=5) (sample 8),62,12642,1294550.0
Random Uniform (d=5) (sample 8),63,13020,1716516.0
Random Uniform (d=5) (sample 8),64,13404,2259394.0
Random Uniform (d=5) (sample 8),65,13798,2982935.0
Random Uniform (d=5) (sample 8),66,14194,4123760.0
Random Uniform (d=5) (sample 8),67,14594,5138940.0
Random Uniform (d=5) (sample 8),68,15002,6899103.0
Random Uniform (d=5) (sample 8),69,15416,8538531.0
Random Uniform (d=5) (sample 8),70,15836,11231528.0
Random Uniform (d=5) (sample 8),71,16260,15270602.0
Random Uniform (d=5) (sample 8),72,16694,19691433.0
Random Uniform (d=5) (sample 8),73,17132,27205085.0
Random Uniform (d=5) (sample 8),74,17580,36482354.0
Random Uniform (d=5) (sample 8),75,18034,48031626.0
Random Uniform (d=5) (sample 8),76,18498,67630175.0
Random Uniform (d=5) (sample 8),77,18972,79244915.0
Random Uniform (d=5) (sample 8),78,19456,71531006.0
Random Uniform (d=5) (sample 8),79,19950,92687708.0
Random Uniform (d=5) (sample 9),1,2,1.0
Random Uniform (d=5) (sample 9),2,10,1.0
Random Uniform (d=5) (sample 9),3,22,1.0
Random Uniform (d=5) (sample 9),4,38,1.0
Random Uniform (d=5) (sample 9),5,62,1.0
Random Uniform (d=5) (sample 9),6,94,2.0
Random Uniform (d=5) (sample 9),7,128,3.0
Random Uniform (d=5) (sample 9),8,172,3.0
Random Uniform (d=5) (sample 9),9,218,4.0
Random Uniform (d=5) (sample 9),10,268,4.0
Random Uniform (d=5) (sample 9),11,324,3.0
Random Uniform (d=5) (sample 9),12,388,5.0
Random Uniform (d=5) (sample 9),13,456,7.0
Random Uniform (d=5) (sample 9),14,526,12.0
Random Uniform (d=5) (sample 9),15,606,6.0
Random Uniform (d=5) (sample 9),16,692,9.0
Random Uniform (d=5) (sample 9),17,788,15.0
Random Uniform (d=5) (sample 9),18,886,14.0
Random Uniform (d=5) (sample 9),19,986,16.0
Random Uniform (d=5) (sample 9),20,1090,18.0
Random Uniform (d=5) (sample 9),21,1200,22.0
Random Uniform (d=5) (sample 9),22,1312,21.0
Random Uniform (d=5) (sample 9),23,1428,28.0
Random Uniform (d=5) (sample 9),24,1546,40.0
Random Uniform (d=5) (sample 9),25,1668,63.0
Random Uniform (d=5) (sample 9),26,1800,76.0
Random Uniform (d=5) (sample 9),27,1936,103.0
Random Uniform (d=5) (sample 9),28,2082,95.0
Random Uniform (d=5) (sample 9),29,2236,111.0
Random Uniform (d=5) (sample 9),30,2392,117.0
Random Uniform (d=5) (sample 9),31,2556,187.0
Random Uniform (d=5) (sample 9),32,2726,224.0
Random Uniform (d=5) (sample 9),33,2904,362.0
Random Uniform (d=5) (sample 9),34,3086,445.0
Random Uniform (d=5) (sample 9),35,3272,492.0
Random Uniform (d=5) (sample 9),36,3464,873.0
Random Uniform (d=5) (sample 9),37,3662,938.0
Random Uniform (d=5) (sample 9),38,3862,1084.0
Random Uniform (d=5) (sample 9),39,4066,1608.0
Random Uniform (d=5) (sample 9),40,4276,2842.0
Random Uniform (d=5) (sample 9),41,4494,3902.0
Random Uniform (d=5) (sample 9),42,4716,4137.0
Random Uniform (d=5) (sample 9),43,4944,4425.0
Random Uniform (d=5) (sample 9),44,5174,7660.0
Random Uniform (d=5) (sample 9),45,5414,13090.0
Random Uniform (d=5) (sample 9),46,5658,14400.0
Random Uniform (d=5) (sample 9),47,5906,18790.0
Random Uniform (d=5) (sample 9),48,6158,15667.0
Random Uniform (d=5) (sample 9),49,6414,4967.0
Random Uniform (d=5) (sample 9),50,6680,7523.0
Random Uniform (d=5) (sample 9),51,6956,14397.0
Random Uniform (d=5) (sample 9),52,7234,9393.0
Random Uniform (d=5) (sample 9),53,7516,11997.0
Random Uniform (d=5) (sample 9),54,7804,20224.0
Random Uniform (d=5) (sample 9),55,8100,29783.0
Random Uniform (d=5) (sample 9),56,8400,48758.0
Random Uniform (d=5) (sample 9),57,8710,28467.0
Random Uniform (d=5) (sample 9),58,9022,50566.0
Random Uniform (d=5) (sample 9),59,9338,55703.0
Random Uniform (d=5) (sample 9),60,9656,102951.0
Random Uniform (d=5) (sample 9),61,9980,195930.0
Random Uniform (d=5) (sample 9),62,10310,385512.0
Random Uniform (d=5) (sample 9),63,10646,747299.0
Random Uniform (d=5) (sample 9),64,10988,1455744.0
Random Uniform (d=5) (sample 9),65,11338,939450.0
Random Uniform (d=5) (sample 9),66,11690,1220391.0
Random Uniform (d=5) (sample 9),67,12046,755363.0
Random Uniform (d=5) (sample 9),68,12410,1045459.0
Random Uniform (d=5) (sample 9),69,12778,572369.0
Random Uniform (d=5) (sample 9),70,13156,1064012.0
Random Uniform (d=5) (sample 9),71,13542,572837.0
Random Uniform (d=5) (sample 9),72,13936,604719.0
Random Uniform (d=5) (sample 9),73,14340,267762.0
Random Uniform (d=5) (sample 9),74,14752,418790.0
Random Uniform (d=5) (sample 9),75,15166,605447.0
Random Uniform (d=5) (sample 9),76,15586,1069667.0
Random Uniform (d=5) (sample 9),77,16010,1682432.0
Random Uniform (d=5) (sample 9),78,16444,381799.0
Random Uniform (d=5) (sample 9),79,16884,327435.0
Random Uniform (d=5) (sample 9),80,17332,358194.0
Random Uniform (d=5) (sample 9),81,17782,467629.0
Random Uniform (d=5) (sample 9),82,18240,356579.0
Random Uniform (d=5) (sample 9),83,18708,501431.0
Random Uniform (d=5) (sample 9),84,19184,491149.0
Random Uniform (d=5) (sample 9),85,19662,720094.0
Random Uniform (d=5) (sample 10),1,2,1.0
Random Uniform (d=5) (sample 10),2,8,1.0
Random Uniform (d=5) (sample 10),3,24,1.0
Random Uniform (d=5) (sample 10),4,46,1.0
Random Uniform (d=5) (sample 10),5,74,1.0
Random Uniform (d=5) (sample 10),6,112,2.0
Random Uniform (d=5) (sample 10),7,154,2.0
Random Uniform (d=5) (sample 10),8,204,2.0
Random Uniform (d=5) (sample 10),9,262,3.0
Random Uniform (d=5) (sample 10),10,324,3.0
Random Uniform (d=5) (sample 10),11,394,5.0
Random Uniform (d=5) (sample 10),12,468,5.0
Random Uniform (d=5) (sample 10),13,548,7.0
Random Uniform (d=5) (sample 10),14,634,5.0
Random Uniform (d=5) (sample 10),15,730,8.0
Random Uniform (d=5) (sample 10),16,830,14.0
Random Uniform (d=5) (sample 10),17,938,18.0
Random Uniform (d=5) (sample 10),18,1050,20.0
Random Uniform (d=5) (sample 10),19,1164,23.0
Random Uniform (d=5) (sample 10),20,1288,23.0
Random Uniform (d=5) (sample 10),21,1414,32.0
Random Uniform (d=5) (sample 10),22,1550,37.0
Random Uniform (d=5) (sample 10),23,1696,41.0
Random Uniform (d=5) (sample 10),24,1852,41.0
Random Uniform (d=5) (sample 10),25,2010,36.0
Random Uniform (d=5) (sample 10),26,2178,56.0
Random Uniform (d=5) (sample 10),27,2350,93.0
Random Uniform (d=5) (sample 10),28,2526,120.0
Random Uniform (d=5) (sample 10),29,2704,147.0
Random Uniform (d=5) (sample 10),30,2888,129.0
Random Uniform (d=5) (sample 10),31,3078,142.0
Random Uniform (d=5) (sample 10),32,3270,160.0
Random Uniform (d=5) (sample 10),33,3472,240.0
Random Uniform (d=5) (sample 10),34,3684,456.0
Random Uniform (d=5) (sample 10),35,3906,633.0
Random Uniform (d=5) (sample 10),36,4130,1232.0
Random Uniform (d=5) (sample 10),37,4364,2109.0
Random Uniform (d=5) (sample 10),38,4602,2574.0
Random Uniform (d=5) (sample 10),39,4850,4058.0
Random Uniform (d=5) (sample 10),40,5100,3392.0
Random Uniform (d=5) (sample 10),41,5360,4660.0
Random Uniform (d=5) (sample 10),42,5624,6818.0
Random Uniform (d=5) (sample 10),43,5890,6184.0
Random Uniform (d=5) (sample 10),44,6162,3225.0
Random Uniform (d=5) (sample 10),45,6436,3247.0
Random Uniform (d=5) (sample 10),46,6718,1779.0
Random Uniform (d=5) (sample 10),47,7006,2527.0
Random Uniform (d=5) (sample 10),48,7300,2482.0
Random Uniform (d=5) (sample 10),49,7596,3042.0
Random Uniform (d=5) (sample 10),50,7900,4501.0
Random Uniform (d=5) (sample 10),51,8210,7862.0
Random Uniform (d=5) (sample 10),52,8530,15398.0
Random Uniform (d=5) (sample 10),53,8858,8221.0
Random Uniform (d=5) (sample 10),54,9194,11514.0
Random Uniform (d=5) (sample 10),55,9532,11070.0
Random Uniform (d=5) (sample 10),56,9872,19175.0
Random Uniform (d=5) (sample 10),57,10214,26262.0
Random Uniform (d=5) (sample 10),58,10564,40427.0
Random Uniform (d=5) (sample 10),59,10918,72230.0
Random Uniform (d=5) (sample 10),60,11274,118821.0
Random Uniform (d=5) (sample 10),61,11634,38948.0
Random Uniform (d=5) (sample 10),62,12000,67211.0
Random Uniform (d=5) (sample 10),63,12376,51572.0
Random Uniform (d=5) (sample 10),64,12762,96730.0
Random Uniform (d=5) (sample 10),65,13152,126289.0
Random Uniform (d=5) (sample 10),66,13550,175433.0
Random Uniform (d=5) (sample 10),67,13958,303437.0
Random Uniform (d=5) (sample 10),68,14370,552132.0
Random Uniform (d=5) (sample 10),69,14784,452237.0
Random Uniform (d=5) (sample 10),70,15202,613500.0
Random Uniform (d=5) (sample 10),71,15626,730877.0
Random Uniform (d=5) (sample 10),72,16054,745760.0
Random Uniform (d=5) (sample 10),73,16484,415957.0
Random Uniform (d=5) (sample 10),74,16918,696385.0
Random Uniform (d=5) (sample 10),75,17354,813151.0
Random Uniform (d=5) (sample 10),76,17792,514192.0
Random Uniform (d=5) (sample 10),77,18236,894584.0
Random Uniform (d=5) (sample 10),78,18686,504412.0
